No.;CrDeviceProperty;Outline;Mode;ILX-LR1;ILCE-1M2;ILCE-1;ILCE-9M3;ILCE-9M2;ILCE-7RM5;ILCE-7RM4A;ILCE-7RM4;ILCE-7CR;ILCE-7SM3;ILCE-7M5;ILCE-7M4;ILCE-7CM2;ILCE-7C;ILCE-6700;MPC-2610;ILME-FX6;ILME-FX2;ILME-FX3A;ILME-FX3;ILME-FX30;PXW-Z300;PXW-Z200;HXR-NX800;BRC-AM7;ILME-FR7;ZV-E1;ZV-E10M2;DSC-RX1RM3;DSC-RX0M2
452;:ref:`CrDeviceProperty_Movie_RecordingMedia<dp-Movie_RecordingMedia>`;Recording Media (Movie);R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
453;:ref:`CrDeviceProperty_AutoSwitchMedia<dp-AutoSwitchMedia>`;Auto Switch Media;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
454;:ref:`CrDeviceProperty_RecordingFileNumber<dp-RecordingFileNumber>`;Recording File Number (Still);R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
455;:ref:`CrDeviceProperty_Movie_RecordingFileNumber<dp-Movie_RecordingFileNumber>`;Recording File Number (Movie);R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
456;:ref:`CrDeviceProperty_RecordingSettingFileName<dp-RecordingSettingFileName>`;Recording Setting File Name;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
457;:ref:`CrDeviceProperty_RecordingFolderFormat<dp-RecordingFolderFormat>`;Recording Folder Format;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
458;:ref:`CrDeviceProperty_CreateNewFolder<dp-CreateNewFolder>`;Create New Folder(still);R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
459;:ref:`CrDeviceProperty_CreateNewFolderEnableStatus<dp-CreateNewFolderEnableStatus>`;Create New Folder (Still) Enable Status;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
460;:ref:`CrDeviceProperty_SelectIPTCMetadata<dp-SelectIPTCMetadata>`;Select IPTC Metadata;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
461;:ref:`CrDeviceProperty_WriteCopyrightInfo<dp-WriteCopyrightInfo>`;Write Copyright Info;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
462;:ref:`CrDeviceProperty_SetPhotographer<dp-SetPhotographer>`;Set Photographer;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
463;:ref:`CrDeviceProperty_SetCopyright<dp-SetCopyright>`;Set Copyright;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
464;:ref:`CrDeviceProperty_FileSettingsTitleNameSettings<dp-FileSettingsTitleNameSettings>`;File Settings Title Name Settings;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
465;:ref:`CrDeviceProperty_ForcedFileNumberResetEnableStatus<dp-ForcedFileNumberResetEnableStatus>`;Forced File Number Reset Enable Status;R/T;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
466;:ref:`CrDeviceProperty_FocusBracketRecordingFolder<dp-FocusBracketRecordingFolder>`;Focus Bracket Recording Folder;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
467;:ref:`CrDeviceProperty_ReleaseWithoutLens<dp-ReleaseWithoutLens>`;Release without Lens;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
468;:ref:`CrDeviceProperty_ReleaseWithoutCard<dp-ReleaseWithoutCard>`;Release without Card;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
469;:ref:`CrDeviceProperty_GridLineDisplay<dp-GridLineDisplay>`;Grid Line Display;R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
470;:ref:`CrDeviceProperty_ContinuousShootingSpeedInElectricShutterHiPlus<dp-ContinuousShootingSpeedInElectricShutterHiPlus>`;Continuous Shooting Speed in Electric Shutter(Hi+);R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
471;:ref:`CrDeviceProperty_ContinuousShootingSpeedInElectricShutterHi<dp-ContinuousShootingSpeedInElectricShutterHi>`;Continuous Shooting Speed in Electric Shutter(Hi);R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
472;:ref:`CrDeviceProperty_ContinuousShootingSpeedInElectricShutterMid<dp-ContinuousShootingSpeedInElectricShutterMid>`;Continuous Shooting Speed in Electric Shutter(Mid);R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
473;:ref:`CrDeviceProperty_ContinuousShootingSpeedInElectricShutterLo<dp-ContinuousShootingSpeedInElectricShutterLo>`;Continuous Shooting Speed in Electric Shutter(Lo);R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
474;:ref:`CrDeviceProperty_IsoAutoRangeLimitMin<dp-IsoAutoRangeLimitMin>`;ISO Auto Range Limit(min);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
475;:ref:`CrDeviceProperty_IsoAutoRangeLimitMax<dp-IsoAutoRangeLimitMax>`;ISO Auto Range Limit(max);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
476;:ref:`CrDeviceProperty_FacePriorityInMultiMetering<dp-FacePriorityInMultiMetering>`;Face Priority in Multi Metering;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
477;:ref:`CrDeviceProperty_PrioritySetInAWB<dp-PrioritySetInAWB>`;Priority Set in AWB;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
478;:ref:`CrDeviceProperty_CustomWB_Size_Setting<dp-CustomWB_Size_Setting>`;Custom WB Size Setting;R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
479;:ref:`CrDeviceProperty_AFIlluminator<dp-AFIlluminator>`;AF Illuminator;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-
480;:ref:`CrDeviceProperty_ApertureDriveInAF<dp-ApertureDriveInAF>`;Aperture Drive in AF;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;\-;✔;✔;\-;\-
481;:ref:`CrDeviceProperty_AFWithShutter<dp-AFWithShutter>`;AF with shutter;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
482;:ref:`CrDeviceProperty_FullTimeDMF<dp-FullTimeDMF>`;Full Time DMF;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
483;:ref:`CrDeviceProperty_PreAF<dp-PreAF>`;Pre-AF;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;\-;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
484;:ref:`CrDeviceProperty_SubjectRecognitionPersonTrackingSubjectShiftRange<dp-SubjectRecognitionPersonTrackingSubjectShiftRange>`;Subject Recognition Person Tracking Subject Shift Range;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
485;:ref:`CrDeviceProperty_SubjectRecognitionAnimalBirdPriority<dp-SubjectRecognitionAnimalBirdPriority>`;Subject Recognition Animal+Bird Priority;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
486;:ref:`CrDeviceProperty_SubjectRecognitionAnimalBirdDetectionParts<dp-SubjectRecognitionAnimalBirdDetectionParts>`;Subject Recognition Animal+Bird Detection Parts;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
487;:ref:`CrDeviceProperty_SubjectRecognitionAnimalTrackingSubjectShiftRange<dp-SubjectRecognitionAnimalTrackingSubjectShiftRange>`;Subject Recognition Animal (Still) Tracking Subject Shift Range;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
488;:ref:`CrDeviceProperty_SubjectRecognitionAnimalTrackingSensitivity<dp-SubjectRecognitionAnimalTrackingSensitivity>`;Subject Recognition Animal (Still) Tracking Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
489;:ref:`CrDeviceProperty_SubjectRecognitionAnimalDetectionSensitivity<dp-SubjectRecognitionAnimalDetectionSensitivity>`;Subject Recognition Animal (Still) Detection Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
490;:ref:`CrDeviceProperty_SubjectRecognitionAnimalDetectionParts<dp-SubjectRecognitionAnimalDetectionParts>`;Subject Recognition Animal (Still) Detection Parts;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
491;:ref:`CrDeviceProperty_SubjectRecognitionBirdTrackingSubjectShiftRange<dp-SubjectRecognitionBirdTrackingSubjectShiftRange>`;Subject Recognition Bird Tracking Subject Shift Range;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
492;:ref:`CrDeviceProperty_SubjectRecognitionBirdTrackingSensitivity<dp-SubjectRecognitionBirdTrackingSensitivity>`;Subject Recognition Bird Tracking Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
493;:ref:`CrDeviceProperty_SubjectRecognitionBirdDetectionSensitivity<dp-SubjectRecognitionBirdDetectionSensitivity>`;Subject Recognition Bird Detection Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
494;:ref:`CrDeviceProperty_SubjectRecognitionBirdDetectionParts<dp-SubjectRecognitionBirdDetectionParts>`;Subject Recognition Bird Detection Parts;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
495;:ref:`CrDeviceProperty_SubjectRecognitionInsectTrackingSubjectShiftRange<dp-SubjectRecognitionInsectTrackingSubjectShiftRange>`;Subject Recognition Insect Tracking Subject Shift Range;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
496;:ref:`CrDeviceProperty_SubjectRecognitionInsectTrackingSensitivity<dp-SubjectRecognitionInsectTrackingSensitivity>`;Subject Recognition Insect Tracking Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
497;:ref:`CrDeviceProperty_SubjectRecognitionInsectDetectionSensitivity<dp-SubjectRecognitionInsectDetectionSensitivity>`;Subject Recognition Insect Detection Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
498;:ref:`CrDeviceProperty_SubjectRecognitionCarTrainTrackingSubjectShiftRange<dp-SubjectRecognitionCarTrainTrackingSubjectShiftRange>`;Subject Recognition Car/Train Tracking Subject Shift Range;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
499;:ref:`CrDeviceProperty_SubjectRecognitionCarTrainTrackingSensitivity<dp-SubjectRecognitionCarTrainTrackingSensitivity>`;Subject Recognition Car/Train Tracking Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
500;:ref:`CrDeviceProperty_SubjectRecognitionCarTrainDetectionSensitivity<dp-SubjectRecognitionCarTrainDetectionSensitivity>`;Subject Recognition Car/Train Detection Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
501;:ref:`CrDeviceProperty_SubjectRecognitionPlaneTrackingSubjectShiftRange<dp-SubjectRecognitionPlaneTrackingSubjectShiftRange>`;Subject Recognition Plane Tracking Subject Shift Range;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
502;:ref:`CrDeviceProperty_SubjectRecognitionPlaneTrackingSensitivity<dp-SubjectRecognitionPlaneTrackingSensitivity>`;Subject Recognition Plane Tracking Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
503;:ref:`CrDeviceProperty_SubjectRecognitionPlaneDetectionSensitivity<dp-SubjectRecognitionPlaneDetectionSensitivity>`;Subject Recognition Plane Detection Sensitivity;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;\-;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;✔;\-
504;:ref:`CrDeviceProperty_SubjectRecognitionPriorityOnRegisteredFace<dp-SubjectRecognitionPriorityOnRegisteredFace>`;Subject Recognition Priority on registered face;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;✔;\-
505;:ref:`CrDeviceProperty_FaceEyeFrameDisplay<dp-FaceEyeFrameDisplay>`;Face/Eye Frame Display;R/T;✔;✔;\-;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
506;:ref:`CrDeviceProperty_FocusMap<dp-FocusMap>`;Focus Map;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;\-;✔;✔;✔;\-;✔;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-
507;:ref:`CrDeviceProperty_InitialFocusMagnifier<dp-InitialFocusMagnifier>`;Initial Focus Magnifier (Still);R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
508;:ref:`CrDeviceProperty_AFInFocusMagnifier<dp-AFInFocusMagnifier>`;AF in Focus Magnifier;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
509;:ref:`CrDeviceProperty_AFTrackForSpeedChange<dp-AFTrackForSpeedChange>`;AF Track for Speed Change;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-
510;:ref:`CrDeviceProperty_AFFreeSizeAndPositionSetting<dp-AFFreeSizeAndPositionSetting>`;AF Free Size and Position Setting;R/T;\-;✔;\-;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
511;:ref:`CrDeviceProperty_DefaultAFFreeSizeAndPositionSetting<dp-DefaultAFFreeSizeAndPositionSetting>`;Default AF Free Size and Position Setting;R/T;\-;✔;\-;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
512;:ref:`CrDeviceProperty_TrackingOnAndAFOnEnableStatus<dp-TrackingOnAndAFOnEnableStatus>`;Tracking On + AF On Enable Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;\-;✔;✔;✔;\-;✔;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
513;:ref:`CrDeviceProperty_ProgramShiftStatus<dp-ProgramShiftStatus>`;Program Shift Status;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
514;:ref:`CrDeviceProperty_MeteredManualLevel<dp-MeteredManualLevel>`;Metered Manual Level;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
515;:ref:`CrDeviceProperty_ZoomAndFocusPresetDataVersion<dp-ZoomAndFocusPresetDataVersion>`;Zoom&Focus Preset Data Version;R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-
516;:ref:`CrDeviceProperty_ZoomAndFocusPresetZoomOnly_Set<dp-ZoomAndFocusPresetZoomOnly_Set>`;Set PresetInfo ZoomOnly Value;R/T;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;\-;\-
517;:ref:`CrDeviceProperty_PlaySetOfMultiMedia<dp-PlaySetOfMultiMedia>`;Play Set of Multi. Media;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
518;:ref:`CrDeviceProperty_RemoteSaveImageSize<dp-RemoteSaveImageSize>`;Remote Save Image Size;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
519;:ref:`CrDeviceProperty_FTP_TransferStillImageQualitySize<dp-FTP_TransferStillImageQualitySize>`;FTP Transfer Still Quality Size;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;\-;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-
520;:ref:`CrDeviceProperty_FTP_AutoTransferTarget_StillImage<dp-FTP_AutoTransferTarget_StillImage>`;Auto FTP Transfer Target (Still);R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
521;:ref:`CrDeviceProperty_ProtectImageInFTPTransfer<dp-ProtectImageInFTPTransfer>`;Protect Image in FTP Transfer;R/T;\-;✔;✔;✔;\-;✔;\-;\-;\-;✔;✔;✔;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
522;:ref:`CrDeviceProperty_MonitorBrightnessType<dp-MonitorBrightnessType>`;Monitor Brightness Type;R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
523;:ref:`CrDeviceProperty_MonitorBrightnessManual<dp-MonitorBrightnessManual>`;Monitor Brightness Manual;R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
524;:ref:`CrDeviceProperty_DisplayQualityFinder<dp-DisplayQualityFinder>`;Display Quality (Finder/Monitor);R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
525;:ref:`CrDeviceProperty_TCUBDisplaySetting<dp-TCUBDisplaySetting>`;TC/UB Display Setting;R/T;✔;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
526;:ref:`CrDeviceProperty_GammaDisplayAssist<dp-GammaDisplayAssist>`;Gamma Display Assist;R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
527;:ref:`CrDeviceProperty_GammaDisplayAssistType<dp-GammaDisplayAssistType>`;Gamma Display Assist Type;R/T;\-;✔;\-;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
528;:ref:`CrDeviceProperty_AudioSignalsStartEnd<dp-AudioSignalsStartEnd>`;Audio Signals (Start/End);R/T;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;✔;\-;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
529;:ref:`CrDeviceProperty_AudioSignalsVolume<dp-AudioSignalsVolume>`;Audio Signals Volume;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;✔;✔;\-
530;:ref:`CrDeviceProperty_ControlForHDMI<dp-ControlForHDMI>`;Control For HDMI;R/T;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;\-;\-;\-;\-;\-;✔;✔;✔;\-
531;:ref:`CrDeviceProperty_AntidustShutterWhenPowerOff<dp-AntidustShutterWhenPowerOff>`;Anti-dust Shutter When Power OFF;R/T;\-;✔;✔;✔;\-;✔;\-;\-;✔;✔;✔;✔;✔;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
532;:ref:`CrDeviceProperty_WakeOnLAN<dp-WakeOnLAN>`;Wake on LAN;R/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
533;:ref:`CrDeviceProperty_SecondBatteryRemain<dp-SecondBatteryRemain>`;Second Battery Remaining;R/C/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
534;:ref:`CrDeviceProperty_SecondBatteryLevel<dp-SecondBatteryLevel>`;Second Battery Level Indicator;R/C/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
535;:ref:`CrDeviceProperty_TotalBatteryRemain<dp-TotalBatteryRemain>`;Total Battery Remaining;R/C/T;\-;✔;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;✔;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-;\-
